vulnerability_id,file_path,cwe_id,fix_commit_hash,original_commit_hash,vulnerability_type,evaluation_result,evaluation_details,detected_line_numbers,created_at,repository,source_tool
commit-fc7d0a929642a132b1743979fe78e2421aedd292,requirements/static/pkg/py3.9/windows.txt,CWE-327,fce314e0114f68d3e07680461eba7e2495850829,fc7d0a929642a132b1743979fe78e2421aedd292,,FP,"False positive: AI reported CWE-327, expected CWE-937",[23],2025-05-15 10:05:15,salt_security_analysis,gpt-4
commit-fe62ce513fdaf804b58656bfab0622ee3fadadbe,salt/minion.py,CWE-362,fb968f58d6fbcd0d972db37c6a16cee92da7bec8,fe62ce513fdaf804b58656bfab0622ee3fadadbe,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-15 10:05:22,salt_security_analysis,gpt-4
commit-fe8553d11d988b481967911249e7594a44bfda6f,salt/daemons/flo/master.flo,CWE-306,182f4b08f054eab056fe69285adfd9fc3579cbfc,fe8553d11d988b481967911249e7594a44bfda6f,racescondition,FP,"False positive: AI reported CWE-306, expected CWE-362","[2,24]",2025-05-15 10:08:00,salt_security_analysis,gpt-4
commit-ffcfad1570ba1eefb3f00e24d977c1bfe99b16da,salt/runners/manage.py,CWE-78,2ac70cfab5eae46f2abe38981cf28fc22dfc0310,ffcfad1570ba1eefb3f00e24d977c1bfe99b16da,racescondition,FP,"False positive: AI reported CWE-78, expected CWE-362","[58,60]",2025-05-15 10:08:23,salt_security_analysis,gpt-4
commit-ffd1a8ab0f2a0b78ca8004ba911f34443e80b49a,salt/master.py,CWE-362,9f1fe42b3cca0809616e2782a13b8bbf4dd4e3c9,ffd1a8ab0f2a0b78ca8004ba911f34443e80b49a,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-15 10:08:29,salt_security_analysis,gpt-4
commit-1b7d13181843631f59c515a00a73c21711ec5802,tensorflow/contrib/timeseries/python/timeseries/math_utils.py,CWE-362,847b38406a28546991b62193278ee87910cd3d74,1b7d13181843631f59c515a00a73c21711ec5802,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:00,tensorflow_security_analysis,gpt-4
commit-1e67c90e2caceeff82d09793d1ef5fa0300d219b,tensorflow/compiler/xla/tests/local_client_test_base.h,CWE-362,2f8d3387c3b27cd77509efb69732c336479e014c,1e67c90e2caceeff82d09793d1ef5fa0300d219b,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:03,tensorflow_security_analysis,gpt-4
commit-1e904bd524771c851421860de39091976ef8616e,tensorflow/python/keras/losses.py,CWE-502,10fdfcf50e34f6ff994b8a114b3c1bc39a8dfeb0,1e904bd524771c851421860de39091976ef8616e,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:17:09,tensorflow_security_analysis,gpt-4
commit-26d51ae7aae4cc8fe4807bde1aeec86f0e0c0fc2,tensorflow/python/kernel_tests/conditional_accumulator_test.py,CWE-754,f137144bd761bb33d542db4a26055270bc6ea577,26d51ae7aae4cc8fe4807bde1aeec86f0e0c0fc2,racescondition,FP,"False positive: AI reported CWE-754, expected CWE-362","[236,238]",2025-05-14 16:17:29,tensorflow_security_analysis,gpt-4
commit-2d264f38fdf254caa340e7ddf35fd55289f15f69,tensorflow/core/kernels/BUILD,CWE-362,d4d41956d58299764ab19a020fb3abd65875b930,2d264f38fdf254caa340e7ddf35fd55289f15f69,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:35,tensorflow_security_analysis,gpt-4
commit-2fdfa026f7e756f96771e63bd0b592413597d20c,tensorflow/python/eager/pywrap_gradient_exclusions.cc,CWE-362,e24331bf116f5efc8d42bc888a0dbd271aa92aab,2fdfa026f7e756f96771e63bd0b592413597d20c,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:41,tensorflow_security_analysis,gpt-4
commit-36f61945c062aa30633aec1c0cc9b3e6dcc07249,tensorflow/compiler/mlir/tf2xla/BUILD,CWE-362,af6cc87d649e5f64df5616e421ccc4dddf443285,36f61945c062aa30633aec1c0cc9b3e6dcc07249,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:48,tensorflow_security_analysis,gpt-4
commit-39a66ecbe0f195625a83f6e7ccfc4b3e987c3bf4,tensorflow/core/distributed_runtime/eager/eager_service_impl_test.cc,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,39a66ecbe0f195625a83f6e7ccfc4b3e987c3bf4,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:17:53,tensorflow_security_analysis,gpt-4
commit-3ae2c6691b7c6e0986d97b150c9283e5cc52c15f,tensorflow/core/kernels/quantized_resize_bilinear_op.cc,CWE-190,f851613f8f0fb0c838d160ced13c134f778e3ce7,3ae2c6691b7c6e0986d97b150c9283e5cc52c15f,buffersoverflow,FP,"False positive: AI reported CWE-190, expected CWE-120","[285,286]",2025-05-14 16:18:26,tensorflow_security_analysis,gpt-4
commit-5206c83a2350484f62a70ae86fc0191ed0486d86,tensorflow/core/distributed_runtime/session_mgr_test.cc,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,5206c83a2350484f62a70ae86fc0191ed0486d86,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:18:32,tensorflow_security_analysis,gpt-4
commit-5638b18264197492820e6e11619523261bcfcf15,tensorflow/compiler/xla/python/pjrt_ifrt/pjrt_compiler.h,CWE-502,7b565ef16ba828224a63209f754d82831c5b0ef3,5638b18264197492820e6e11619523261bcfcf15,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:18:43,tensorflow_security_analysis,gpt-4
commit-568427acbfd71ffeae73833215bb8ee376045342,tensorflow/python/keras/saving/saved_model/load.py,CWE-502,076ac2e8e0ad09feb8272931c2b7d94823311382,568427acbfd71ffeae73833215bb8ee376045342,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:18:48,tensorflow_security_analysis,gpt-4
commit-56973fb11a0c00df2f559feab6a4b725514a7e51,tensorflow/lite/kernels/internal/reference/conv3d_transpose.h,CWE-120,72c0bdcb25305b0b36842d746cc61d72658d2941,56973fb11a0c00df2f559feab6a4b725514a7e51,buffersoverflow,FN,Missed vulnerability: CWE CWE-120,,2025-05-14 16:18:54,tensorflow_security_analysis,gpt-4
commit-5e92f41df836dd634b82067af3603cd50fb59c4f,tensorflow/python/saved_model/signature_serialization.py,CWE-489,2e4182fc3cab0f869c893e6e3ff26613f5529530,5e92f41df836dd634b82067af3603cd50fb59c4f,deserialization,FP,"False positive: AI reported CWE-489, expected CWE-502",[86],2025-05-14 16:20:36,tensorflow_security_analysis,gpt-4
commit-6287abad3acc96346586e12a362a51dbbc93aa1a,tensorflow/compiler/mlir/tfrt/BUILD,CWE-502,85d5a350394b8b26baed04fbba0c019e1a5693b0,6287abad3acc96346586e12a362a51dbbc93aa1a,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:20:47,tensorflow_security_analysis,gpt-4
commit-677e128d59e47b8deb05d48eeae7be33b5c87380,tensorflow/core/kernels/data/parallel_batch_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,677e128d59e47b8deb05d48eeae7be33b5c87380,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:20:54,tensorflow_security_analysis,gpt-4
commit-688b902589364ee8cffe059c066973c60e0fc0b9,tensorflow/python/keras/metrics.py,CWE-502,10fdfcf50e34f6ff994b8a114b3c1bc39a8dfeb0,688b902589364ee8cffe059c066973c60e0fc0b9,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:01,tensorflow_security_analysis,gpt-4
commit-69b47b579bccc95d554ecbf2ac7824be4abec35d,third_party/xla/xla/hlo/tools/hlo_diff/BUILD,CWE-502,f7c804e3b4502e0ea53f99793b499db2f0519fd9,69b47b579bccc95d554ecbf2ac7824be4abec35d,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:08,tensorflow_security_analysis,gpt-4
commit-6b89bd093bec28803131781de1f525a29e460872,tensorflow/compiler/xla/python/ifrt/BUILD,CWE-502,7b565ef16ba828224a63209f754d82831c5b0ef3,6b89bd093bec28803131781de1f525a29e460872,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:13,tensorflow_security_analysis,gpt-4
commit-70e675ebcf44a86a1a7b0b0070bfc116e26e3a32,tensorflow/core/protobuf/saved_object_graph.proto,CWE-502,043459d6e9e8a7dfd822b13d8a2772c60faa53ae,70e675ebcf44a86a1a7b0b0070bfc116e26e3a32,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:19,tensorflow_security_analysis,gpt-4
commit-7685781da9fab54353ab732319189dda17a8ad73,tensorflow/compiler/xla/python/ifrt/compiler.cc,CWE-502,7b565ef16ba828224a63209f754d82831c5b0ef3,7685781da9fab54353ab732319189dda17a8ad73,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:25,tensorflow_security_analysis,gpt-4
commit-7830dce1d574eadfa2c62782acee8904db0aaaff,tensorflow/compiler/xla/service/dynamic_parameter_binding.h,CWE-502,29970780c7e2aaf55040f09e10e5c1f6649cfd32,7830dce1d574eadfa2c62782acee8904db0aaaff,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:31,tensorflow_security_analysis,gpt-4
commit-82fc78bb3c200c2c8b57fd09b74d89942dbc9b3c,tensorflow/compiler/xla/autotune_serialize.cc,CWE-502,b2d4d33f5dca4b17fb89c12f4e7fc5014f11ff85,82fc78bb3c200c2c8b57fd09b74d89942dbc9b3c,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:21:37,tensorflow_security_analysis,gpt-4
commit-84953e40cf41941d59b5df36f8d385f1e3c04d6a,tensorflow/python/kernel_tests/sparse_conditional_accumulator_test.py,CWE-362,f137144bd761bb33d542db4a26055270bc6ea577,84953e40cf41941d59b5df36f8d385f1e3c04d6a,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:21:42,tensorflow_security_analysis,gpt-4
commit-86b3c0b640392d5a0691515392a9b4127963d20c,tensorflow/tsl/distributed_runtime/coordination/coordination_service_rpc_handler.h,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,86b3c0b640392d5a0691515392a9b4127963d20c,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:21:52,tensorflow_security_analysis,gpt-4
commit-88686b308146887a88903c883bed7affc650e076,tensorflow/core/kernels/segment_reduction_ops.h,CWE-120,db4f9717c41bccc3ce10099ab61996b246099892,88686b308146887a88903c883bed7affc650e076,buffersoverflow,FN,Missed vulnerability: CWE CWE-120,,2025-05-14 16:21:57,tensorflow_security_analysis,gpt-4
commit-89e7164769f905c85066a576fd648e3f21fce3e9,tensorflow/python/keras/engine/base_layer_v1.py,CWE-502,6766a8ee3e74ce511c271f070c57ad3846a33a17,89e7164769f905c85066a576fd648e3f21fce3e9,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:22:04,tensorflow_security_analysis,gpt-4
commit-8b089aa79708addcd178345f69afe9f1857dabbd,tensorflow/compiler/xla/python/ifrt/mock.h,CWE-502,7b565ef16ba828224a63209f754d82831c5b0ef3,8b089aa79708addcd178345f69afe9f1857dabbd,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:22:10,tensorflow_security_analysis,gpt-4
commit-8b482260bdbec735de1570aefae5519a0f116e89,tensorflow/contrib/tpu/python/tpu/tpu_estimator.py,CWE-362,eebcc861ac0e720bfccf728a98036cceaae60841,8b482260bdbec735de1570aefae5519a0f116e89,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:22:17,tensorflow_security_analysis,gpt-4
commit-8d46773e6aa6b2eb44b62e422b3c7ccc4adb79b6,tensorflow/core/kernels/data/parallel_filter_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,8d46773e6aa6b2eb44b62e422b3c7ccc4adb79b6,racescondition,TP,Correctly detected vulnerability (CWE CWE-362),"[1,300]",2025-05-14 16:22:40,tensorflow_security_analysis,gpt-4
commit-8ef1ece7d0ecdec633a22a8100fdae05cfbacb3e,tensorflow/core/kernels/data/window_dataset_op.cc,CWE-502,d0fd0aea2e35cb493ab166774265418b8862f0d2,8ef1ece7d0ecdec633a22a8100fdae05cfbacb3e,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:22:46,tensorflow_security_analysis,gpt-4
commit-91f63a19775eb2f734362c02dee3ee9eecb14531,tensorflow/core/common_runtime/eager/context.h,CWE-362,7494487575eecff08ddbffc12e038661876ee835,91f63a19775eb2f734362c02dee3ee9eecb14531,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:22:52,tensorflow_security_analysis,gpt-4
commit-96cb8f886ad84202e363c5a9da56cdbce4eaf408,tensorflow/core/grappler/utils.cc,CWE-754,73394f4c06c19265e44a65728c6cf25b0fab25f9,96cb8f886ad84202e363c5a9da56cdbce4eaf408,racescondition,FP,"False positive: AI reported CWE-754, expected CWE-362","[25,37]",2025-05-14 16:23:07,tensorflow_security_analysis,gpt-4
commit-97c5c72fa069e57a4c6fab0467a03a52c465bcd9,tensorflow/core/kernels/example_parsing_ops.cc,CWE-20,57ab45bfc6f84b4cef1e225253d9b31191200a80,97c5c72fa069e57a4c6fab0467a03a52c465bcd9,deserialization,FP,"False positive: AI reported CWE-20, expected CWE-502","[255,256]",2025-05-14 16:23:23,tensorflow_security_analysis,gpt-4
commit-9b276a859f6674a47bd54548892cc98c0d634727,tensorflow/core/tpu/kernels/tpu_compilation_cache_rpc_lookup.cc,CWE-770,b4ee2c429428da3a3f7023ac692997e9d42fe910,9b276a859f6674a47bd54548892cc98c0d634727,deserialization,FP,"False positive: AI reported CWE-770, expected CWE-502","[107,123]",2025-05-14 16:23:43,tensorflow_security_analysis,gpt-4
commit-9ef3c85ff97c6c891a35d453668b19b742160413,tensorflow/core/data/service/snapshot/snapshot_manager.cc,CWE-770,f85a264ba0e393d4863f89d3616d7884c99e0a0f,9ef3c85ff97c6c891a35d453668b19b742160413,racescondition,FP,"False positive: AI reported CWE-770, expected CWE-362","[35,35]",2025-05-14 16:24:29,tensorflow_security_analysis,gpt-4
commit-a771598ad83ca33eb42594d7e804859371ba4ca9,tensorflow/core/common_runtime/sycl/sycl_device_context.cc,CWE-119,3347811389a34b0f1776f23a781ff59c4a26aa4f,a771598ad83ca33eb42594d7e804859371ba4ca9,racescondition,FP,"False positive: AI reported CWE-119, expected CWE-362","[18,19]",2025-05-14 16:24:41,tensorflow_security_analysis,gpt-4
commit-ae4e7b70c96780b1d2b03dafd63354fada51b801,tensorflow/python/saved_model/signature_serialization.py,CWE-489,59e882af21831eea9e24d74c9af4242cc1514c6e,ae4e7b70c96780b1d2b03dafd63354fada51b801,deserialization,FP,"False positive: AI reported CWE-489, expected CWE-502","[1,1]",2025-05-14 16:25:05,tensorflow_security_analysis,gpt-4
commit-b84cc997427594a52200c8949c36928ba3aad123,tensorflow/python/keras/engine/base_layer.py,CWE-502,6766a8ee3e74ce511c271f070c57ad3846a33a17,b84cc997427594a52200c8949c36928ba3aad123,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:25:11,tensorflow_security_analysis,gpt-4
commit-c0699c42222bbd8df8ac13525390c192bfd26fdd,tensorflow/compiler/mlir/quantization/tensorflow/BUILD,CWE-502,5f7a14ffdbe60a3c41c1ad3e2125840c8d08c6c5,c0699c42222bbd8df8ac13525390c192bfd26fdd,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:25:18,tensorflow_security_analysis,gpt-4
commit-c3bf33e372326de99935bea00a945170cf70d3f5,tensorflow/core/tfrt/saved_model/utils/BUILD,CWE-502,85d5a350394b8b26baed04fbba0c019e1a5693b0,c3bf33e372326de99935bea00a945170cf70d3f5,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:27:22,tensorflow_security_analysis,gpt-4
commit-c4ebe045afaef3416d794623a72cf4eab41e8bb4,third_party/xla/xla/tools/multihost_hlo_runner/BUILD,CWE-502,bba7fc38d654b7430a1bddfd154639b3043c174c,c4ebe045afaef3416d794623a72cf4eab41e8bb4,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:27:26,tensorflow_security_analysis,gpt-4
commit-c5175e7648238bf3ea80172f1cba9eb56aef13c5,tensorflow/compiler/mlir/tensorflow/tests/xla_call_module_deserialization.mlir,CWE-502,9c4626206d607344410d4fa88e095a026661e322,c5175e7648238bf3ea80172f1cba9eb56aef13c5,deserialization,TP,Correctly detected vulnerability (CWE CWE-502),"[20,20]",2025-05-14 16:27:36,tensorflow_security_analysis,gpt-4
commit-c536fdd9de6abcb24922f9cb8d969c043704391a,tensorflow/core/kernels/data/experimental/snapshot_dataset_op.h,CWE-502,ff0a8fe634c810f19220b6775080d56fdc378202,c536fdd9de6abcb24922f9cb8d969c043704391a,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:27:42,tensorflow_security_analysis,gpt-4
commit-c851db84f3dabd05abc1c498daa6ffb391437b24,third_party/xla/xla/pjrt/pjrt_executable.h,CWE-502,0fdf949b7bd6507495848a84705caaf3e2da61ab,c851db84f3dabd05abc1c498daa6ffb391437b24,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:27:48,tensorflow_security_analysis,gpt-4
commit-cd35adffd39a87cc35ac9e29beeaf6efd08bb51a,tensorflow/compiler/xla/python/ifrt/device.cc,CWE-502,45829c3e1fcdcf71c2bd59d44409d388d9d9ab23,cd35adffd39a87cc35ac9e29beeaf6efd08bb51a,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:27:52,tensorflow_security_analysis,gpt-4
commit-cd69284e548b375a0afd75072b3ea3f6d1774e94,tensorflow/core/profiler/internal/cpu/host_tracer_utils.cc,CWE-362,c72f87064318873e9d2fbb041e32c0c1fe18ef0b,cd69284e548b375a0afd75072b3ea3f6d1774e94,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:27:57,tensorflow_security_analysis,gpt-4
commit-d19f1e45fcb7418fe07333fc99d102214129be3e,tensorflow/python/autograph/pyct/templates.py,CWE-394,8d3dda24f00a457678eb5f986bce80ec8fc6e2a5,d19f1e45fcb7418fe07333fc99d102214129be3e,,FN,Missed vulnerability: CWE CWE-394,,2025-05-14 16:28:01,tensorflow_security_analysis,gpt-4
commit-d200c18c8cc89da4721ce89c252a52c3a81f1d50,tensorflow/contrib/learn/python/learn/monitors.py,CWE-362,93b2d5cdf04f2e15657400a52f7d8f6355c6125f,d200c18c8cc89da4721ce89c252a52c3a81f1d50,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:28:11,tensorflow_security_analysis,gpt-4
commit-d2bd4afee7fb31415704f24b0766ab26d0d2a87f,tensorflow/core/kernels/data/prefetch_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,d2bd4afee7fb31415704f24b0766ab26d0d2a87f,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:28:16,tensorflow_security_analysis,gpt-4
commit-d779103acdc7a54603006089fd253913d298bad9,tensorflow/compiler/mlir/tensorflow/utils/dump_mlir_util.cc,CWE-913,bde64280c15beac1c8524213f895a07228ea93e1,d779103acdc7a54603006089fd253913d298bad9,racescondition,FP,"False positive: AI reported CWE-913, expected CWE-362","[50,50]",2025-05-14 16:28:34,tensorflow_security_analysis,gpt-4
commit-d8ef5888c245827add7693f8cc70caa1837ca41e,tensorflow/tools/api/golden/v2/tensorflow.__internal__.tracking.-object-graph-view.pbtxt,CWE-502,59e882af21831eea9e24d74c9af4242cc1514c6e,d8ef5888c245827add7693f8cc70caa1837ca41e,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:28:39,tensorflow_security_analysis,gpt-4
commit-de05ebe296d83607ca0ab1803bd8eed6afa7f74f,tensorflow/tools/api/golden/v1/tensorflow.keras.initializers.uniform.pbtxt,CWE-502,95199568f9eeea0bee58777f96bdd40c2cc5cbe5,de05ebe296d83607ca0ab1803bd8eed6afa7f74f,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:28:57,tensorflow_security_analysis,gpt-4
commit-dff1e63098a0980304fe3ba1ba81cedac3362b3a,tensorflow/python/platform/googletest.py,CWE-22,832f9a79af2040c3f190adecd6642c6b979b0ab3,dff1e63098a0980304fe3ba1ba81cedac3362b3a,racescondition,FP,"False positive: AI reported CWE-22, expected CWE-362",[92],2025-05-14 16:29:18,tensorflow_security_analysis,gpt-4
commit-e08122e3eed90f91d5d3588918e8107b3eaf7f0c,tensorflow/core/BUILD,CWE-362,35f66e516a02aa46ae0380d66c5a17e3f42b9504,e08122e3eed90f91d5d3588918e8107b3eaf7f0c,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:29:22,tensorflow_security_analysis,gpt-4
commit-e722358e7e96dd2aa20d7e2c56336e76845daa6a,tensorflow/tools/api/golden/tensorflow.pbtxt,CWE-502,f88cd9195589e41f011c68995d61d760dc2e1a83,e722358e7e96dd2aa20d7e2c56336e76845daa6a,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:29:27,tensorflow_security_analysis,gpt-4
commit-e774fa829a1d74ab2d410cefc62cbd47e20b0317,tensorflow/core/kernels/BUILD,CWE-362,725e968a934419eec45b9acaf4bf8dc5f5f0574e,e774fa829a1d74ab2d410cefc62cbd47e20b0317,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:29:31,tensorflow_security_analysis,gpt-4
commit-e887aff4818c7d9f04f6f8123606ce7629970fd0,tensorflow/compiler/xla/python/py_compile_only_client.cc,CWE-502,7b565ef16ba828224a63209f754d82831c5b0ef3,e887aff4818c7d9f04f6f8123606ce7629970fd0,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:29:38,tensorflow_security_analysis,gpt-4
commit-e9330cec5397ef4f465ed736baccfd9a1c0b81e6,tensorflow/python/saved_model/load_v1_in_v2.py,CWE-502,2e4182fc3cab0f869c893e6e3ff26613f5529530,e9330cec5397ef4f465ed736baccfd9a1c0b81e6,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:29:44,tensorflow_security_analysis,gpt-4
commit-e94b94c0fc47c9bbb92f64087b4c2f1f7bd83594,tensorflow/core/common_runtime/eager/context.h,CWE-362,0b69e6ed798b40b64aecea24a97aa2f198120688,e94b94c0fc47c9bbb92f64087b4c2f1f7bd83594,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:29:48,tensorflow_security_analysis,gpt-4
commit-ea125c27974135fbad6bcb75b720499c68d52357,tensorflow/compiler/xla/service/cpu/BUILD,CWE-362,ea475b0b11d716c3077c269f4acdadaef4c82bfe,ea125c27974135fbad6bcb75b720499c68d52357,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:29:53,tensorflow_security_analysis,gpt-4
commit-eaa673fd2b1e7ea5928beb9c5af97747ef1e1cbe,tensorflow/core/kernels/eigen_spatial_convolutions_test.cc,CWE-310,6d40b8f587c59d4bfcf5b3234b09dab17a5d89a1,eaa673fd2b1e7ea5928beb9c5af97747ef1e1cbe,,FN,Missed vulnerability: CWE CWE-310,,2025-05-14 16:29:59,tensorflow_security_analysis,gpt-4
commit-eaaa0b93852054dee086a3ed5373cf8bbe3d2fb3,tensorflow/python/keras/BUILD,CWE-502,178b4349ae1710869c625ec843213584253faeb1,eaaa0b93852054dee086a3ed5373cf8bbe3d2fb3,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:30:03,tensorflow_security_analysis,gpt-4
commit-eafa8dbf71ff11a1cea5a0465f2f52ef74084e85,tensorflow/compiler/mlir/tensorflow/tests/xla_call_module_serialization.mlir,CWE-668,c391a3299dc40c40db47fe36f45fd4229607b89c,eafa8dbf71ff11a1cea5a0465f2f52ef74084e85,deserialization,FP,"False positive: AI reported CWE-668, expected CWE-502","[3,31]",2025-05-14 16:30:18,tensorflow_security_analysis,gpt-4
commit-ed05566b7ca9b1ecc31d30be7f11e4218efac244,tensorflow/python/saved_model/load.py,CWE-502,2e4182fc3cab0f869c893e6e3ff26613f5529530,ed05566b7ca9b1ecc31d30be7f11e4218efac244,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:30:24,tensorflow_security_analysis,gpt-4
commit-edeb0debc62875ddb094ba3445d00ce2282c9fe3,tensorflow/core/BUILD,CWE-362,80344f3f7d22b39b5b74d93dabe7ba66cc32b214,edeb0debc62875ddb094ba3445d00ce2282c9fe3,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:30:29,tensorflow_security_analysis,gpt-4
commit-ef2a926ec05dfd337d84279aafa58b22f0f36123,tensorflow/core/debug/debug_io_utils.h,CWE-319,525b0f05839779e40d0ca9cc2967a3886b6a0f4d,ef2a926ec05dfd337d84279aafa58b22f0f36123,racescondition,FP,"False positive: AI reported CWE-319, expected CWE-362","[1,146]",2025-05-14 16:30:50,tensorflow_security_analysis,gpt-4
commit-ef9e548c5ffe2c9486f18da62b85bdb76f7cdecc,tensorflow/core/tpu/kernels/tpu_compilation_cache_interface.cc,CWE-672,b4ee2c429428da3a3f7023ac692997e9d42fe910,ef9e548c5ffe2c9486f18da62b85bdb76f7cdecc,deserialization,FP,"False positive: AI reported CWE-672, expected CWE-502","[261,262]",2025-05-14 16:31:07,tensorflow_security_analysis,gpt-4
commit-efcbf6e34e4519172d38be76c08c2d99792fd7be,tensorflow/compiler/xla/service/BUILD,CWE-502,78e4ce52aeda5a10ddaf5e64ea8958f439a2f9f2,efcbf6e34e4519172d38be76c08c2d99792fd7be,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:31:13,tensorflow_security_analysis,gpt-4
commit-f051c512a34943edd7d3702ec0c2906b391bb08d,tensorflow/compiler/xla/python/pjrt_ifrt/BUILD,CWE-502,45829c3e1fcdcf71c2bd59d44409d388d9d9ab23,f051c512a34943edd7d3702ec0c2906b391bb08d,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:31:19,tensorflow_security_analysis,gpt-4
commit-f0d630445fbe7fa7538ea6acf52f58cbf12bf1c1,tensorflow/core/kernels/BUILD,CWE-362,80344f3f7d22b39b5b74d93dabe7ba66cc32b214,f0d630445fbe7fa7538ea6acf52f58cbf12bf1c1,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:31:24,tensorflow_security_analysis,gpt-4
commit-f0ecd84dd695dcfee14091624d94339a0583521f,tensorflow/python/framework/func_graph.py,CWE-502,4067058d43c06090e3bfd0393a70447f64fb1e36,f0ecd84dd695dcfee14091624d94339a0583521f,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:31:29,tensorflow_security_analysis,gpt-4
commit-f196351cd4e21ed6c17dcf544e0fa6cfa3030b4e,tensorflow/core/distributed_runtime/session_mgr.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,f196351cd4e21ed6c17dcf544e0fa6cfa3030b4e,racescondition,TP,Correctly detected vulnerability (CWE CWE-362),"[144,144]",2025-05-14 16:31:53,tensorflow_security_analysis,gpt-4
commit-f2102f4e2c1c87f1d1bf9ab856a2849c54478760,tensorflow/tensorboard/components/tf-graph-common/lib/scene/node.ts,CWE-484,41bd9ebacd388fa0451bce90fef36754fae89a88,f2102f4e2c1c87f1d1bf9ab856a2849c54478760,,FN,Missed vulnerability: CWE CWE-484,,2025-05-14 16:31:57,tensorflow_security_analysis,gpt-4
